pdc 0 FLAT 1.0
pdc 0 UP_1 1.0
pdc 0 UP_2 0.1
pdc 0 UP_3 0.1
pdc 0 UP_4 0.1
pdc 0 UP_5 0.1
pdc 0 UP_6 0
pdc 0 DOWN_1 1.0
pdc 0 DOWN_2 0.1
pdc 0 DOWN_3 0.1
pdc 0 DOWN_4 0.1
pdc 0 DOWN_5 0.1
pdc 0 DOWN_6 0
pdc 0 WATER 0
pdc 0 WETLANDS 0
pdc 0 ICE_SNOW 0
pdc 0 URBAN 0
pdc 0 FOREST 0
pdc 0 SHRUB 12
pdc 0 AGRICULTURE 12
pdc 0 GRASSLAND 12
pdc 0 BARREN 12
pdc 0 ROADS 80
pdc 0 OTHER_ROADS 0
pdc 0 TRAILS 0
pdc 0 DRAINAGE 500
pdc 0 DUST 0.8
pdc 0 FOG 0.8
pdc 0 LIT_RAIN 0.9
pdc 0 MED_RAIN 0.8
pdc 0 HVY_RAIN 0.7
pdc 1 FLAT 1.0
pdc 1 UP_1 0.9
pdc 1 UP_2 0.75
pdc 1 UP_3 0.5
pdc 1 UP_4 0.15
pdc 1 UP_5 0.15
pdc 1 UP_6 0
pdc 1 DOWN_1 1.1
pdc 1 DOWN_2 1.3
pdc 1 DOWN_3 0.9
pdc 1 DOWN_4 0.7
pdc 1 DOWN_5 0.5
pdc 1 DOWN_6 0
pdc 1 WATER 0
pdc 1 WETLANDS 0
pdc 1 ICE_SNOW 0
pdc 1 URBAN 15
pdc 1 FOREST 0
pdc 1 SHRUB 10
pdc 1 AGRICULTURE 10
pdc 1 GRASSLAND 10
pdc 1 BARREN 10
pdc 1 ROADS 45
pdc 1 OTHER_ROADS 30
pdc 1 TRAILS 16
pdc 1 DRAINAGE 500
pdc 1 DUST 0.8
pdc 1 FOG 0.8
pdc 1 LIT_RAIN 0.9
pdc 1 MED_RAIN 0.8
pdc 1 HVY_RAIN 0.7
pdc 2 FLAT 1.0
pdc 2 UP_1 0.9
pdc 2 UP_2 0.75
pdc 2 UP_3 0.5
pdc 2 UP_4 0.15
pdc 2 UP_5 0.15
pdc 2 UP_6 0
pdc 2 DOWN_1 1.1
pdc 2 DOWN_2 1.3
pdc 2 DOWN_3 0.9
pdc 2 DOWN_4 0.7
pdc 2 DOWN_5 0.5
pdc 2 DOWN_6 0
pdc 2 WATER 0
pdc 2 WETLANDS 0
pdc 2 ICE_SNOW 0
pdc 2 URBAN 12
pdc 2 FOREST 0
pdc 2 SHRUB 10
pdc 2 AGRICULTURE 10
pdc 2 GRASSLAND 10
pdc 2 BARREN 10
pdc 2 ROADS 32
pdc 2 OTHER_ROADS 15
pdc 2 TRAILS 16
pdc 2 DRAINAGE 500
pdc 2 DUST 0.8
pdc 2 FOG 0.8
pdc 2 LIT_RAIN 0.9
pdc 2 MED_RAIN 0.8
pdc 2 HVY_RAIN 0.7
pdc 3 FLAT 1.0
pdc 3 UP_1 0.9
pdc 3 UP_2 0.75
pdc 3 UP_3 0.5
pdc 3 UP_4 0.15
pdc 3 UP_5 0.15
pdc 3 UP_6 0
pdc 3 DOWN_1 1.1
pdc 3 DOWN_2 1.3
pdc 3 DOWN_3 0.9
pdc 3 DOWN_4 0.7
pdc 3 DOWN_5 0.5
pdc 3 DOWN_6 0
pdc 3 WATER 0
pdc 3 WETLANDS 0
pdc 3 ICE_SNOW 0
pdc 3 URBAN 30
pdc 3 FOREST 0
pdc 3 SHRUB 10
pdc 3 AGRICULTURE 10
pdc 3 GRASSLAND 10
pdc 3 BARREN 10
pdc 3 ROADS 65
pdc 3 OTHER_ROADS 45
pdc 3 TRAILS 25
pdc 3 DRAINAGE 500
pdc 3 DUST 0.8
pdc 3 FOG 0.8
pdc 3 LIT_RAIN 0.9
pdc 3 MED_RAIN 0.8
pdc 3 HVY_RAIN 0.7
pdc 4 FLAT 1.0
pdc 4 UP_1 0.9
pdc 4 UP_2 0.75
pdc 4 UP_3 0.5
pdc 4 UP_4 0.15
pdc 4 UP_5 0
pdc 4 UP_6 0
pdc 4 DOWN_1 1.1
pdc 4 DOWN_2 1.3
pdc 4 DOWN_3 0.9
pdc 4 DOWN_4 0.5
pdc 4 DOWN_5 0
pdc 4 DOWN_6 0
pdc 4 WATER 0
pdc 4 WETLANDS 0
pdc 4 ICE_SNOW 0
pdc 4 URBAN 30
pdc 4 FOREST 0
pdc 4 SHRUB 12
pdc 4 AGRICULTURE 12
pdc 4 GRASSLAND 12
pdc 4 BARREN 12
pdc 4 ROADS 65
pdc 4 OTHER_ROADS 55
pdc 4 TRAILS 30
pdc 4 DRAINAGE 500
pdc 4 DUST 0.8
pdc 4 FOG 0.8
pdc 4 LIT_RAIN 0.9
pdc 4 MED_RAIN 0.8
pdc 4 HVY_RAIN 0.7
pdc 5 FLAT 1.0
pdc 5 UP_1 0.9
pdc 5 UP_2 0.75
pdc 5 UP_3 0.5
pdc 5 UP_4 0.15
pdc 5 UP_5 0
pdc 5 UP_6 0
pdc 5 DOWN_1 1.1
pdc 5 DOWN_2 1.3
pdc 5 DOWN_3 0.9
pdc 5 DOWN_4 0.5
pdc 5 DOWN_5 0
pdc 5 DOWN_6 0
pdc 5 WATER 0
pdc 5 WETLANDS 0
pdc 5 ICE_SNOW 0
pdc 5 URBAN 15
pdc 5 FOREST 0
pdc 5 SHRUB 10
pdc 5 AGRICULTURE 10
pdc 5 GRASSLAND 10
pdc 5 BARREN 10
pdc 5 ROADS 45
pdc 5 OTHER_ROADS 30
pdc 5 TRAILS 16
pdc 5 DRAINAGE 500
pdc 5 DUST 0.8
pdc 5 FOG 0.8
pdc 5 LIT_RAIN 0.9
pdc 5 MED_RAIN 0.8
